code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,avg_assessment_score,assessment_count,total_vle_clicks,date_registration,date_unregistration,module_presentation_length,final_score,dropout,Deletion_Row_Removed,id_student_Mean_Imputed,num_of_prev_attempts_Mean_Imputed,studied_credits_Mean_Imputed,avg_assessment_score_Mean_Imputed,assessment_count_Mean_Imputed,total_vle_clicks_Mean_Imputed,date_registration_Mean_Imputed,date_unregistration_Mean_Imputed,module_presentation_length_Mean_Imputed,final_score_Mean_Imputed,dropout_Mean_Imputed,id_student_Median_Imputed,num_of_prev_attempts_Median_Imputed,studied_credits_Median_Imputed,avg_assessment_score_Median_Imputed,assessment_count_Median_Imputed,total_vle_clicks_Median_Imputed,date_registration_Median_Imputed,date_unregistration_Median_Imputed,module_presentation_length_Median_Imputed,final_score_Median_Imputed,dropout_Median_Imputed,id_student_Model_Imputed,num_of_prev_attempts_Model_Imputed,studied_credits_Model_Imputed,avg_assessment_score_Model_Imputed,assessment_count_Model_Imputed,total_vle_clicks_Model_Imputed,date_registration_Model_Imputed,date_unregistration_Model_Imputed,module_presentation_length_Model_Imputed,final_score_Model_Imputed,dropout_Model_Imputed,code_module_Missing,code_presentation_Missing,id_student_Missing,gender_Missing,region_Missing,highest_education_Missing,imd_band_Missing,age_band_Missing,num_of_prev_attempts_Missing,studied_credits_Missing,disability_Missing,final_result_Missing,avg_assessment_score_Missing,assessment_count_Missing,total_vle_clicks_Missing,date_registration_Missing,date_unregistration_Missing,module_presentation_length_Missing,final_score_Missing,dropout_Missing
BBB,2014B,2266377,F,East Midlands Region,Lower Than A Level,30-40%,35-55,0,60,N,Fail,77.0,5,105,-115.0,,234,76.0,0,1,2266377,0,60,77.0,5,105,-115.0,49.757644956314536,234,76.0,0,2266377,0,60,77.0,5,105,-115.0,27.0,234,76.0,0,2266377,0,60,77.0,5,105,-115.0,51.868459671563876,234,76.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BBB,2014B,2271743,F,Wales,A Level or Equivalent,0-10%,0-35,2,180,Y,Fail,80.5,4,206,5.0,,234,79.0,0,1,2271743,2,180,80.5,4,206,5.0,49.757644956314536,234,79.0,0,2271743,2,180,80.5,4,206,5.0,27.0,234,79.0,0,2271743,2,180,80.5,4,206,5.0,51.87573464936308,234,79.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BBB,2014B,2273828,F,North Western Region,A Level or Equivalent,Oct-20,0-35,1,60,N,Withdrawn,96.0,5,652,-129.0,219.0,234,82.0,1,0,2273828,1,60,96.0,5,652,-129.0,219.0,234,82.0,1,2273828,1,60,96.0,5,652,-129.0,219.0,234,82.0,1,2273828,1,60,96.0,5,652,-129.0,219.0,234,82.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BBB,2014B,2277941,F,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,0.0,0,6,-36.0,183.0,234,,1,1,2277941,0,60,0.0,0,6,-36.0,183.0,234,72.27975744871986,1,2277941,0,60,0.0,0,6,-36.0,183.0,234,76.0,1,2277941,0,60,0.0,0,6,-36.0,183.0,234,73.7289625162905,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BBB,2014B,2291760,F,London Region,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,77.0909090909091,11,319,-36.0,,234,61.0,0,1,2291760,0,60,77.0909090909091,11,319,-36.0,49.757644956314536,234,61.0,0,2291760,0,60,77.0909090909091,11,319,-36.0,27.0,234,61.0,0,2291760,0,60,77.0909090909091,11,319,-36.0,51.90287278402701,234,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BBB,2014B,2300911,F,South West Region,Lower Than A Level,70-80%,35-55,2,180,N,Withdrawn,83.33333333333333,6,7,-31.0,157.0,234,100.0,1,0,2300911,2,180,83.33333333333333,6,7,-31.0,157.0,234,100.0,1,2300911,2,180,83.33333333333333,6,7,-31.0,157.0,234,100.0,1,2300911,2,180,83.33333333333333,6,7,-31.0,157.0,234,100.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BBB,2014B,2300913,F,Scotland,A Level or Equivalent,0-10%,35-55,0,300,Y,Fail,72.2,5,558,-52.0,,234,57.0,0,1,2300913,0,300,72.2,5,558,-52.0,49.757644956314536,234,57.0,0,2300913,0,300,72.2,5,558,-52.0,27.0,234,57.0,0,2300913,0,300,72.2,5,558,-52.0,51.91528200351939,234,57.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BBB,2014B,2303083,F,South East Region,A Level or Equivalent,90-100%,0-35,0,120,N,Fail,0.0,0,3,-104.0,,234,,0,1,2303083,0,120,0.0,0,3,-104.0,49.757644956314536,234,72.27975744871986,0,2303083,0,120,0.0,0,3,-104.0,27.0,234,76.0,0,2303083,0,120,0.0,0,3,-104.0,51.91822399044154,234,73.75218084528638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
BBB,2014B,2308026,F,Wales,No Formal quals,0-10%,35-55,0,60,N,Pass,69.81818181818181,11,242,-12.0,,234,68.0,0,1,2308026,0,60,69.81818181818181,11,242,-12.0,49.757644956314536,234,68.0,0,2308026,0,60,69.81818181818181,11,242,-12.0,27.0,234,68.0,0,2308026,0,60,69.81818181818181,11,242,-12.0,51.92492548415407,234,68.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BBB,2014B,2308564,F,Ireland,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,89.72727272727273,11,144,-22.0,,234,90.0,0,1,2308564,0,60,89.72727272727273,11,144,-22.0,49.757644956314536,234,90.0,0,2308564,0,60,89.72727272727273,11,144,-22.0,27.0,234,90.0,0,2308564,0,60,89.72727272727273,11,144,-22.0,51.92565487999007,234,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BBB,2014B,2315082,F,Ireland,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn,90.33333333333331,3,126,-76.0,79.0,234,90.0,1,0,2315082,0,60,90.33333333333331,3,126,-76.0,79.0,234,90.0,1,2315082,0,60,90.33333333333331,3,126,-76.0,79.0,234,90.0,1,2315082,0,60,90.33333333333331,3,126,-76.0,79.0,234,90.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BBB,2014B,2317273,F,Wales,HE Qualification,20-30%,35-55,0,60,N,Pass,83.9,10,301,-52.0,,234,83.0,0,1,2317273,0,60,83.9,10,301,-52.0,49.757644956314536,234,83.0,0,2317273,0,60,83.9,10,301,-52.0,27.0,234,83.0,0,2317273,0,60,83.9,10,301,-52.0,51.9374621445546,234,83.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BBB,2014B,2334930,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,81.72727272727273,11,248,-130.0,,234,80.0,0,1,2334930,0,120,81.72727272727273,11,248,-130.0,49.757644956314536,234,80.0,0,2334930,0,120,81.72727272727273,11,248,-130.0,27.0,234,80.0,0,2334930,0,120,81.72727272727273,11,248,-130.0,51.961400698971396,234,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BBB,2014B,2340165,F,North Western Region,A Level or Equivalent,90-100%,35-55,0,60,N,Distinction,89.18181818181819,11,2282,-81.0,,234,87.0,0,1,2340165,0,60,89.18181818181819,11,2282,-81.0,49.757644956314536,234,87.0,0,2340165,0,60,89.18181818181819,11,2282,-81.0,27.0,234,87.0,0,2340165,0,60,89.18181818181819,11,2282,-81.0,51.968498072951796,234,87.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BBB,2014B,2343413,F,London Region,A Level or Equivalent,Oct-20,0-35,1,120,N,Pass,89.9090909090909,11,471,-28.0,,234,70.0,0,1,2343413,1,120,89.9090909090909,11,471,-28.0,49.757644956314536,234,70.0,0,2343413,1,120,89.9090909090909,11,471,-28.0,27.0,234,70.0,0,2343413,1,120,89.9090909090909,11,471,-28.0,51.97290156305463,234,70.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BBB,2014B,2351235,F,South West Region,A Level or Equivalent,30-40%,35-55,0,60,N,Withdrawn,75.0,3,126,-27.0,201.0,234,72.0,1,0,2351235,0,60,75.0,3,126,-27.0,201.0,234,72.0,1,2351235,0,60,75.0,3,126,-27.0,201.0,234,72.0,1,2351235,0,60,75.0,3,126,-27.0,201.0,234,72.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BBB,2014B,2353787,M,East Midlands Region,Lower Than A Level,40-50%,35-55,1,60,N,Withdrawn,0.0,0,0,-86.0,-7.0,234,,1,1,2353787,1,60,0.0,0,0,-86.0,-7.0,234,72.27975744871986,1,2353787,1,60,0.0,0,0,-86.0,-7.0,234,76.0,1,2353787,1,60,0.0,0,0,-86.0,-7.0,234,73.79900536813291,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BBB,2014B,2363561,F,East Anglian Region,Lower Than A Level,20-30%,0-35,1,90,N,Withdrawn,0.0,0,0,-43.0,-4.0,234,,1,1,2363561,1,90,0.0,0,0,-43.0,-4.0,234,72.27975744871986,1,2363561,1,90,0.0,0,0,-43.0,-4.0,234,76.0,1,2363561,1,90,0.0,0,0,-43.0,-4.0,234,73.80803153739573,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BBB,2014B,2372088,F,London Region,Lower Than A Level,30-40%,35-55,0,60,N,Withdrawn,79.0,1,100,-52.0,25.0,234,79.0,1,0,2372088,0,60,79.0,1,100,-52.0,25.0,234,79.0,1,2372088,0,60,79.0,1,100,-52.0,25.0,234,79.0,1,2372088,0,60,79.0,1,100,-52.0,25.0,234,79.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BBB,2014B,2392789,F,North Western Region,A Level or Equivalent,30-40%,35-55,0,60,Y,Pass,76.5,8,663,-32.0,,234,73.0,0,1,2392789,0,60,76.5,8,663,-32.0,49.757644956314536,234,73.0,0,2392789,0,60,76.5,8,663,-32.0,27.0,234,73.0,0,2392789,0,60,76.5,8,663,-32.0,52.0398432894455,234,73.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BBB,2014B,2409808,F,West Midlands Region,Lower Than A Level,60-70%,35-55,4,120,N,Withdrawn,0.0,0,0,,-109.0,234,,1,1,2409808,4,120,0.0,0,0,-69.4113002335013,-109.0,234,72.27975744871986,1,2409808,4,120,0.0,0,0,-57.0,-109.0,234,76.0,1,2409808,4,120,0.0,0,0,-67.89567341129565,-109.0,234,73.85074007534311,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
BBB,2014B,2410331,F,West Midlands Region,Lower Than A Level,0-10%,35-55,2,60,Y,Withdrawn,0.0,0,0,-52.0,-5.0,234,,1,1,2410331,2,60,0.0,0,0,-52.0,-5.0,234,72.27975744871986,1,2410331,2,60,0.0,0,0,-52.0,-5.0,234,76.0,1,2410331,2,60,0.0,0,0,-52.0,-5.0,234,73.85122305943605,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BBB,2014B,2417841,F,South West Region,Lower Than A Level,0-10%,35-55,0,60,Y,Withdrawn,0.0,0,0,-32.0,-7.0,234,,1,1,2417841,0,60,0.0,0,0,-32.0,-7.0,234,72.27975744871986,1,2417841,0,60,0.0,0,0,-32.0,-7.0,234,76.0,1,2417841,0,60,0.0,0,0,-32.0,-7.0,234,73.8581584524342,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BBB,2014B,2418877,F,Ireland,Lower Than A Level,0-10%,0-35,2,120,Y,Fail,84.33333333333333,3,14,-36.0,,234,100.0,0,1,2418877,2,120,84.33333333333333,3,14,-36.0,49.757644956314536,234,100.0,0,2418877,2,120,84.33333333333333,3,14,-36.0,27.0,234,100.0,0,2418877,2,120,84.33333333333333,3,14,-36.0,52.07521220871975,234,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BBB,2014B,2420725,F,East Midlands Region,Lower Than A Level,20-30%,35-55,0,120,N,Fail,84.0,6,613,-31.0,,234,82.0,0,1,2420725,0,120,84.0,6,613,-31.0,49.757644956314536,234,82.0,0,2420725,0,120,84.0,6,613,-31.0,27.0,234,82.0,0,2420725,0,120,84.0,6,613,-31.0,52.07771764274377,234,82.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BBB,2014B,2421428,F,East Midlands Region,Lower Than A Level,90-100%,35-55,0,60,N,Withdrawn,0.0,0,0,-136.0,-79.0,234,,1,1,2421428,0,60,0.0,0,0,-136.0,-79.0,234,72.27975744871986,1,2421428,0,60,0.0,0,0,-136.0,-79.0,234,76.0,1,2421428,0,60,0.0,0,0,-136.0,-79.0,234,73.86147100299135,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BBB,2014B,2436707,M,South Region,A Level or Equivalent,Oct-20,0-35,0,60,N,Fail,80.0,1,142,-18.0,,234,80.0,0,1,2436707,0,60,80.0,1,142,-18.0,49.757644956314536,234,80.0,0,2436707,0,60,80.0,1,142,-18.0,27.0,234,80.0,0,2436707,0,60,80.0,1,142,-18.0,52.09938530863771,234,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BBB,2014B,2437062,F,South Region,Lower Than A Level,70-80%,35-55,0,60,N,Withdrawn,0.0,0,0,-41.0,-26.0,234,,1,1,2437062,0,60,0.0,0,0,-41.0,-26.0,234,72.27975744871986,1,2437062,0,60,0.0,0,0,-41.0,-26.0,234,76.0,1,2437062,0,60,0.0,0,0,-41.0,-26.0,234,73.87590881046577,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BBB,2014B,2437428,F,South West Region,A Level or Equivalent,60-70%,0-35,0,90,N,Fail,75.83333333333333,6,246,-158.0,,234,65.0,0,1,2437428,0,90,75.83333333333333,6,246,-158.0,49.757644956314536,234,65.0,0,2437428,0,90,75.83333333333333,6,246,-158.0,27.0,234,65.0,0,2437428,0,90,75.83333333333333,6,246,-158.0,52.100362807518295,234,65.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BBB,2014B,2438291,F,London Region,A Level or Equivalent,Oct-20,35-55,0,120,N,Withdrawn,0.0,0,0,-102.0,-93.0,234,,1,1,2438291,0,120,0.0,0,0,-102.0,-93.0,234,72.27975744871986,1,2438291,0,120,0.0,0,0,-102.0,-93.0,234,76.0,1,2438291,0,120,0.0,0,0,-102.0,-93.0,234,73.8770437769098,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BBB,2014B,2439442,F,North Western Region,Lower Than A Level,20-30%,0-35,0,150,N,Withdrawn,0.0,0,0,,-149.0,234,,1,1,2439442,0,150,0.0,0,0,-69.4113002335013,-149.0,234,72.27975744871986,1,2439442,0,150,0.0,0,0,-57.0,-149.0,234,76.0,1,2439442,0,150,0.0,0,0,-67.86930972649662,-149.0,234,73.87810671130939,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
BBB,2014B,2440756,F,Wales,HE Qualification,90-100%,35-55,0,60,N,Pass,84.54545454545455,11,199,-94.0,,234,60.0,0,1,2440756,0,60,84.54545454545455,11,199,-94.0,49.757644956314536,234,60.0,0,2440756,0,60,84.54545454545455,11,199,-94.0,27.0,234,60.0,0,2440756,0,60,84.54545454545455,11,199,-94.0,52.10487475796849,234,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BBB,2014B,2444501,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,120,Y,Withdrawn,55.8,5,102,-60.0,200.0,234,40.0,1,0,2444501,0,120,55.8,5,102,-60.0,200.0,234,40.0,1,2444501,0,120,55.8,5,102,-60.0,200.0,234,40.0,1,2444501,0,120,55.8,5,102,-60.0,200.0,234,40.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BBB,2014B,2446599,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,120,Y,Pass,87.0,11,653,-52.0,,234,76.0,0,1,2446599,0,120,87.0,11,653,-52.0,49.757644956314536,234,76.0,0,2446599,0,120,87.0,11,653,-52.0,27.0,234,76.0,0,2446599,0,120,87.0,11,653,-52.0,52.11279643058883,234,76.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BBB,2014B,2476144,F,West Midlands Region,Lower Than A Level,0-10%,35-55,1,120,Y,Pass,65.0,10,656,-75.0,,234,63.0,0,1,2476144,1,120,65.0,10,656,-75.0,49.757644956314536,234,63.0,0,2476144,1,120,65.0,10,656,-75.0,27.0,234,63.0,0,2476144,1,120,65.0,10,656,-75.0,52.152852192623385,234,63.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BBB,2014B,2482994,F,South Region,Lower Than A Level,90-100%,0-35,0,60,N,Withdrawn,73.54545454545455,11,291,-28.0,219.0,234,95.0,1,0,2482994,0,60,73.54545454545455,11,291,-28.0,219.0,234,95.0,1,2482994,0,60,73.54545454545455,11,291,-28.0,219.0,234,95.0,1,2482994,0,60,73.54545454545455,11,291,-28.0,219.0,234,95.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BBB,2014B,2487785,F,Ireland,Lower Than A Level,80-90%,0-35,1,120,N,Pass,89.88888888888889,9,787,-68.0,,234,83.0,0,1,2487785,1,120,89.88888888888889,9,787,-68.0,49.757644956314536,234,83.0,0,2487785,1,120,89.88888888888889,9,787,-68.0,27.0,234,83.0,0,2487785,1,120,89.88888888888889,9,787,-68.0,52.16863452891867,234,83.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BBB,2014B,2494258,F,East Anglian Region,A Level or Equivalent,Oct-20,0-35,0,120,N,Withdrawn,0.0,0,0,-69.0,-65.0,234,1.0,1,0,2494258,0,120,0.0,0,0,-69.0,-65.0,234,1.0,1,2494258,0,120,0.0,0,0,-69.0,-65.0,234,1.0,1,2494258,0,120,0.0,0,0,-69.0,-65.0,234,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BBB,2014B,2502127,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,60,N,Distinction,91.72727272727272,11,3305,-71.0,,234,73.0,0,1,2502127,0,60,91.72727272727272,11,3305,-71.0,49.757644956314536,234,73.0,0,2502127,0,60,91.72727272727272,11,3305,-71.0,27.0,234,73.0,0,2502127,0,60,91.72727272727272,11,3305,-71.0,52.18807875769172,234,73.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BBB,2014B,2509297,F,London Region,HE Qualification,0-10%,0-35,1,240,N,Withdrawn,0.0,0,0,-52.0,-11.0,234,,1,1,2509297,1,240,0.0,0,0,-52.0,-11.0,234,72.27975744871986,1,2509297,1,240,0.0,0,0,-52.0,-11.0,234,76.0,1,2509297,1,240,0.0,0,0,-52.0,-11.0,234,73.94261694804504,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BBB,2014B,2512349,F,Yorkshire Region,Lower Than A Level,40-50%,35-55,0,60,N,Withdrawn,0.0,0,0,-17.0,,234,,1,1,2512349,0,60,0.0,0,0,-17.0,49.757644956314536,234,72.27975744871986,1,2512349,0,60,0.0,0,0,-17.0,27.0,234,76.0,1,2512349,0,60,0.0,0,0,-17.0,52.201937278575706,234,73.94543543265627,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
BBB,2014B,2513954,F,South East Region,Lower Than A Level,60-70%,35-55,0,60,N,Distinction,81.54545454545455,11,2762,-122.0,,234,73.0,0,1,2513954,0,60,81.54545454545455,11,2762,-122.0,49.757644956314536,234,73.0,0,2513954,0,60,81.54545454545455,11,2762,-122.0,27.0,234,73.0,0,2513954,0,60,81.54545454545455,11,2762,-122.0,52.20411326429462,234,73.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BBB,2014B,2514044,F,North Western Region,Lower Than A Level,20-30%,35-55,0,150,N,Pass,84.0,10,555,-57.0,,234,85.0,0,1,2514044,0,150,84.0,10,555,-57.0,49.757644956314536,234,85.0,0,2514044,0,150,84.0,10,555,-57.0,27.0,234,85.0,0,2514044,0,150,84.0,10,555,-57.0,52.2042352821854,234,85.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BBB,2014B,2523350,F,West Midlands Region,HE Qualification,90-100%,35-55,0,60,N,Pass,89.2,10,789,-41.0,,234,85.0,0,1,2523350,0,60,89.2,10,789,-41.0,49.757644956314536,234,85.0,0,2523350,0,60,89.2,10,789,-41.0,27.0,234,85.0,0,2523350,0,60,89.2,10,789,-41.0,52.216851932092105,234,85.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BBB,2014B,2523430,F,London Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn,84.8,5,343,-35.0,207.0,234,67.0,1,0,2523430,0,60,84.8,5,343,-35.0,207.0,234,67.0,1,2523430,0,60,84.8,5,343,-35.0,207.0,234,67.0,1,2523430,0,60,84.8,5,343,-35.0,207.0,234,67.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BBB,2014B,2523989,F,East Anglian Region,Lower Than A Level,50-60%,0-35,0,120,N,Pass,76.16666666666667,6,151,-11.0,,234,73.0,0,1,2523989,0,120,76.16666666666667,6,151,-11.0,49.757644956314536,234,73.0,0,2523989,0,120,76.16666666666667,6,151,-11.0,27.0,234,73.0,0,2523989,0,120,76.16666666666667,6,151,-11.0,52.21771825911665,234,73.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BBB,2014B,2524295,F,London Region,HE Qualification,50-60%,35-55,0,60,N,Pass,64.25,8,57,-57.0,,234,60.0,0,1,2524295,0,60,64.25,8,57,-57.0,49.757644956314536,234,60.0,0,2524295,0,60,64.25,8,57,-57.0,27.0,234,60.0,0,2524295,0,60,64.25,8,57,-57.0,52.2181331199453,234,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BBB,2014B,2526784,F,South West Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,76.36363636363636,11,962,-28.0,,234,62.0,0,1,2526784,0,60,76.36363636363636,11,962,-28.0,49.757644956314536,234,62.0,0,2526784,0,60,76.36363636363636,11,962,-28.0,27.0,234,62.0,0,2526784,0,60,76.36363636363636,11,962,-28.0,52.221507592502554,234,62.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BBB,2014B,2532643,F,South West Region,A Level or Equivalent,40-50%,35-55,0,60,N,Fail,79.25,4,275,-15.0,,234,71.0,0,1,2532643,0,60,79.25,4,275,-15.0,49.757644956314536,234,71.0,0,2532643,0,60,79.25,4,275,-15.0,27.0,234,71.0,0,2532643,0,60,79.25,4,275,-15.0,52.22945095719237,234,71.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BBB,2014B,2533391,M,South West Region,Lower Than A Level,70-80%,35-55,0,60,N,Distinction,96.8181818181818,11,2015,-81.0,,234,92.0,0,1,2533391,0,60,96.8181818181818,11,2015,-81.0,49.757644956314536,234,92.0,0,2533391,0,60,96.8181818181818,11,2015,-81.0,27.0,234,92.0,0,2533391,0,60,96.8181818181818,11,2015,-81.0,52.230465061440185,234,92.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BBB,2014B,2534954,F,Wales,Lower Than A Level,0-10%,35-55,3,60,Y,Pass,83.9090909090909,11,4139,-49.0,,234,73.0,0,1,2534954,3,60,83.9090909090909,11,4139,-49.0,49.757644956314536,234,73.0,0,2534954,3,60,83.9090909090909,11,4139,-49.0,27.0,234,73.0,0,2534954,3,60,83.9090909090909,11,4139,-49.0,52.23258410547674,234,73.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BBB,2014B,2538123,F,East Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,75.0,1,84,-52.0,17.0,234,75.0,1,0,2538123,0,60,75.0,1,84,-52.0,17.0,234,75.0,1,2538123,0,60,75.0,1,84,-52.0,17.0,234,75.0,1,2538123,0,60,75.0,1,84,-52.0,17.0,234,75.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BBB,2014B,2539641,M,London Region,Lower Than A Level,Oct-20,0-35,0,120,N,Pass,73.42857142857143,7,125,-59.0,,234,56.0,0,1,2539641,0,120,73.42857142857143,7,125,-59.0,49.757644956314536,234,56.0,0,2539641,0,120,73.42857142857143,7,125,-59.0,27.0,234,56.0,0,2539641,0,120,73.42857142857143,7,125,-59.0,52.238938526077725,234,56.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BBB,2014B,2541388,F,East Midlands Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,86.63636363636364,11,1486,-52.0,,234,90.0,0,1,2541388,0,60,86.63636363636364,11,1486,-52.0,49.757644956314536,234,90.0,0,2541388,0,60,86.63636363636364,11,1486,-52.0,27.0,234,90.0,0,2541388,0,60,86.63636363636364,11,1486,-52.0,52.241307028913205,234,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BBB,2014B,2552149,F,North Western Region,Lower Than A Level,80-90%,35-55,0,60,N,Withdrawn,0.0,0,0,-137.0,-110.0,234,,1,1,2552149,0,60,0.0,0,0,-137.0,-110.0,234,72.27975744871986,1,2552149,0,60,0.0,0,0,-137.0,-110.0,234,76.0,1,2552149,0,60,0.0,0,0,-137.0,-110.0,234,73.98219024508315,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BBB,2014B,2554464,F,East Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,Fail,0.0,0,0,-100.0,,234,,0,1,2554464,0,60,0.0,0,0,-100.0,49.757644956314536,234,72.27975744871986,0,2554464,0,60,0.0,0,0,-100.0,27.0,234,76.0,0,2554464,0,60,0.0,0,0,-100.0,52.25903487268927,234,73.98432811922305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
BBB,2014B,2567352,F,West Midlands Region,Lower Than A Level,Oct-20,0-35,0,60,N,Withdrawn,0.0,0,0,-73.0,-7.0,234,,1,1,2567352,0,60,0.0,0,0,-73.0,-7.0,234,72.27975744871986,1,2567352,0,60,0.0,0,0,-73.0,-7.0,234,76.0,1,2567352,0,60,0.0,0,0,-73.0,-7.0,234,73.99623002933755,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BBB,2014B,2568059,F,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,180,N,Pass,86.4,10,508,-178.0,,234,69.0,0,1,2568059,0,180,86.4,10,508,-178.0,49.757644956314536,234,69.0,0,2568059,0,180,86.4,10,508,-178.0,27.0,234,69.0,0,2568059,0,180,86.4,10,508,-178.0,52.277466352968844,234,69.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
