code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,avg_assessment_score,assessment_count,total_vle_clicks,date_registration,date_unregistration,module_presentation_length,final_score,dropout,num_of_prev_attempts_Standardized,studied_credits_Standardized,avg_assessment_score_Standardized,assessment_count_Standardized,total_vle_clicks_Standardized,date_registration_Standardized,date_unregistration_Standardized,module_presentation_length_Standardized,final_score_Standardized,num_of_prev_attempts_Scaled,studied_credits_Scaled,avg_assessment_score_Scaled,assessment_count_Scaled,total_vle_clicks_Scaled,date_registration_Scaled,date_unregistration_Scaled,module_presentation_length_Scaled,final_score_Scaled,num_of_prev_attempts_Normalized,studied_credits_Normalized,avg_assessment_score_Normalized,assessment_count_Normalized,total_vle_clicks_Normalized,date_registration_Normalized,date_unregistration_Normalized,module_presentation_length_Normalized,final_score_Normalized
BBB,2014J,1835389,F,North Western Region,HE Qualification,80-90%,35-55,0,60,N,Pass,57.4,5,2236,-135.0,49.757644956314536,262,1.0,0,-0.3402289803143461,-0.4810830156421975,-0.007490149057617697,-0.07641254230852494,0.603138201694192,-1.3324063605645105,1.5501297686317055e-16,0.45450576359843564,-3.6098959237237054,0.0,0.048,0.574,0.3571428571428571,0.0926301835204441,0.38241308793456036,0.5126794128013776,0.7999999999999998,0.01,0.0,0.026578971882158832,0.02542721643393195,0.0022149143235132363,0.9905096854751192,-0.05980268673485738,0.02204178410360544,0.11606151055209357,0.00044298286470264724
BBB,2014J,1843123,F,Scotland,HE Qualification,80-90%,35-55,0,60,N,Pass,80.6,5,796,-29.0,49.757644956314536,262,100.0,0,-0.3402289803143461,-0.4810830156421975,0.6971199204388385,-0.07641254230852494,-0.24763475457592096,0.8209382662179515,1.5501297686317055e-16,0.45450576359843564,1.403865475587356,0.0,0.048,0.8059999999999999,0.3571428571428571,0.032975682505489046,0.5991820040899796,0.5126794128013776,0.7999999999999998,1.0,0.0,0.07043252084401563,0.09461435300046099,0.005869376737001303,0.9344047765306074,-0.03404238507460756,0.05840927275891255,0.3075553410188683,0.11738753474002606
BBB,2014J,1874935,F,South Region,A Level or Equivalent,40-50%,35-55,0,120,N,Distinction,62.2,5,285,-38.0,49.757644956314536,262,1.0,0,-0.3402289803143461,0.9797921832794845,0.13829124463130443,-0.07641254230852494,-0.549540991141218,0.63810711866095,1.5501297686317055e-16,0.45450576359843564,-3.6098959237237054,0.0,0.14400000000000002,0.622,0.3571428571428571,0.011806619992543187,0.5807770961145194,0.5126794128013776,0.7999999999999998,0.01,0.0,0.28927534804602234,0.14994105540385494,0.012053139501917599,0.6870289516093031,-0.09160386021457374,0.11994716718906914,0.6315845099004822,0.0024106279003835197
BBB,2014J,1888723,F,North Western Region,Lower Than A Level,30-40%,35-55,0,60,N,Withdrawn,0.0,0,0,-116.0,-18.0,262,72.27975744871986,1,-0.3402289803143461,-0.4810830156421975,-1.7507926485876433,-1.232210756278152,-0.7179231387363445,-0.9464294934997295,-1.478210066939919,0.45450576359843564,-7.196953012353272e-16,0.0,0.048,0.0,0.0,0.0,0.42126789366053174,0.42892459826946844,0.7999999999999998,0.7227975744871986,0.0,0.1986271945646695,0.0,0.0,0.0,-0.3840125761583611,-0.05958815836940086,0.8673387495990569,0.23927875743090002
BBB,2014J,1891028,F,South Region,A Level or Equivalent,Oct-20,35-55,1,60,N,Fail,36.5,2,109,-45.0,49.757644956314536,262,1.0,0,1.7441851466378124,-0.4810830156421975,-0.6422466340781322,-0.7698914706903011,-0.6535243524631207,0.49590511500550444,1.5501297686317055e-16,0.45450576359843564,-3.6098959237237054,0.16666666666666666,0.048,0.365,0.14285714285714285,0.00451551431293757,0.5664621676891616,0.5126794128013776,0.7999999999999998,0.01,0.003333998843112711,0.20003993058676267,0.12169095777361395,0.006667997686225422,0.3634058738992855,-0.15002994794007202,0.1658919307203657,0.8735076968955303,0.003333998843112711
BBB,2014J,1903095,F,East Anglian Region,Lower Than A Level,Oct-20,35-55,0,60,N,Pass,64.0,5,1638,-35.0,49.757644956314536,262,1.0,0,-0.3402289803143461,-0.4810830156421975,0.1929592672646501,-0.07641254230852494,0.24983109902090894,0.6990508345132839,1.5501297686317055e-16,0.45450576359843564,-3.6098959237237054,0.0,0.048,0.64,0.3571428571428571,0.06785699490451137,0.5869120654396729,0.5126794128013776,0.7999999999999998,0.01,0.0,0.03609541990239604,0.038501781229222445,0.0030079516585330038,0.985404963335412,-0.021055661609731026,0.02993371813420853,0.1576166669071294,0.0006015903317066007
BBB,2014J,1926542,F,Scotland,Post Graduate Qualification,80-90%,0-35,0,60,N,Pass,59.2,5,320,-101.0,49.757644956314536,262,1.0,0,-0.3402289803143461,-0.4810830156421975,0.04717787357572819,-0.07641254230852494,-0.5288624817874304,-0.6417109142380604,1.5501297686317055e-16,0.45450576359843564,-3.6098959237237054,0.0,0.048,0.5920000000000001,0.3571428571428571,0.013256555781101123,0.4519427402862986,0.5126794128013776,0.7999999999999998,0.01,0.0,0.1373420430136094,0.13551081577342794,0.011445170251134116,0.7324908960725834,-0.23119243907290912,0.11389694356410092,0.5997269211594276,0.0022890340502268233
BBB,2014J,1928536,F,London Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn,48.25,4,25,-32.0,156.0,262,100.0,1,-0.3402289803143461,-0.4810830156421975,-0.2853859307771252,-0.3075721851024503,-0.7031527749122106,0.7599945503656177,2.317797775619785,0.45450576359843564,1.403865475587356,0.0,0.048,0.4825,0.2857142857142857,0.0010356684203985252,0.5930470347648262,0.6440049443757725,0.7999999999999998,1.0,0.0,0.18043740861050575,0.1451017494242817,0.012029160574033717,0.07518225358771073,-0.09623328459226974,0.46913726238731496,0.7879100175992084,0.3007290143508429
BBB,2014J,1929491,F,East Midlands Region,HE Qualification,20-30%,35-55,0,60,N,Withdrawn,0.0,0,0,-70.0,-12.0,262,72.27975744871986,1,-0.3402289803143461,-0.4810830156421975,-1.7507926485876433,-1.232210756278152,-0.7179231387363445,-0.011959183763944144,-1.3473132447826879,0.45450576359843564,-7.196953012353272e-16,0.0,0.048,0.0,0.0,0.0,0.5153374233128835,0.43634116192830646,0.7999999999999998,0.7227975744871986,0.0,0.20887753668257578,0.0,0.0,0.0,-0.24369045946300508,-0.04177550733651515,0.9120985768472476,0.2516269614650444
BBB,2014J,1937822,F,North Region,HE Qualification,20-30%,35-55,0,60,N,Distinction,85.6,5,3173,-53.0,49.757644956314536,262,100.0,0,-0.3402289803143461,-0.4810830156421975,0.8489755388647989,-0.07641254230852494,1.1567314378227307,0.33338853939928087,1.5501297686317055e-16,0.45450576359843564,1.403865475587356,0.0,0.048,0.856,0.3571428571428571,0.13144703591698081,0.5501022494887526,0.5126794128013776,0.7999999999999998,1.0,0.0,0.01882107144732422,0.026851395264849223,0.0015684226206103518,0.9953209950393292,-0.01662527977846973,0.01560820317955646,0.08218534531998244,0.03136845241220704
BBB,2014J,1972832,F,Wales,A Level or Equivalent,80-90%,0-35,0,120,N,Distinction,58.8,5,528,-42.0,49.757644956314536,262,1.0,0,-0.3402289803143461,0.9797921832794845,0.03502942410165118,-0.07641254230852494,-0.40597305477063644,0.5568488308578382,1.5501297686317055e-16,0.45450576359843564,-3.6098959237237054,0.0,0.14400000000000002,0.588,0.3571428571428571,0.021873317038816852,0.572597137014315,0.5126794128013776,0.7999999999999998,0.01,0.0,0.19739852375214376,0.09672527663855043,0.008224938489672656,0.8685535045094326,-0.06908948331325032,0.08185071383133159,0.43098677685884723,0.0016449876979345312
BBB,2014J,1989014,F,Scotland,HE Qualification,60-70%,35-55,0,60,N,Pass,66.4,5,2787,-51.0,49.757644956314536,262,100.0,0,-0.3402289803143461,-0.4810830156421975,0.26584996410911127,-0.07641254230852494,0.9286770203781032,0.3740176833008368,1.5501297686317055e-16,0.45450576359843564,1.403865475587356,0.0,0.048,0.664,0.3571428571428571,0.1154563155060276,0.5541922290388548,0.5126794128013776,0.7999999999999998,1.0,0.0,0.021402484236086084,0.02368541588793527,0.0017835403530071737,0.9941453927661986,-0.01819211160067317,0.017748953530038167,0.0934575144975759,0.03567080706014347
BBB,2014J,1993672,F,West Midlands Region,Lower Than A Level,0-10%,35-55,5,60,Y,Fail,100.0,1,395,-135.0,49.757644956314536,262,20.0,0,10.081841654446448,-0.4810830156421975,1.2863197199315652,-1.0010511134842264,-0.4845513903150288,-1.3324063605645105,1.5501297686317055e-16,0.45450576359843564,-2.6476588874922897,0.8333333333333333,0.048,1.0,0.07142857142857142,0.0163635610422967,0.38241308793456036,0.5126794128013776,0.7999999999999998,0.2,0.009817219806702535,0.11780663768043043,0.19634439613405072,0.0019634439613405072,0.7755603647295003,-0.26506493478096843,0.09769634752000071,0.5144223178712128,0.03926887922681014
BBB,2014J,2003628,F,South Region,A Level or Equivalent,60-70%,35-55,0,60,N,Withdrawn,0.0,0,21,-29.0,12.0,262,72.27975744871986,1,-0.3402289803143461,-0.4810830156421975,-1.7507926485876433,-1.232210756278152,-0.705516033124072,0.8209382662179515,-0.8237259561537632,0.45450576359843564,-7.196953012353272e-16,0.0,0.048,0.0,0.0,0.0008699614731347612,0.5991820040899796,0.4660074165636588,0.7999999999999998,0.7227975744871986,0.0,0.21361328681939273,0.0,0.0,0.07476465038678745,-0.10324642196270649,0.04272265736387855,0.9327780191113483,0.2573319426521589
BBB,2014J,2009239,F,South East Region,A Level or Equivalent,80-90%,35-55,2,120,N,Pass,84.0,5,1412,-56.0,49.757644956314536,262,100.0,0,3.828599273589971,0.9797921832794845,0.8003817409684918,-0.07641254230852494,0.11630701005073844,0.27244482354694705,1.5501297686317055e-16,0.45450576359843564,1.403865475587356,0.3333333333333333,0.14400000000000002,0.84,0.3571428571428571,0.05849455238410871,0.5439672801635992,0.5126794128013776,0.7999999999999998,1.0,0.001380300438288675,0.0828180262973205,0.05797261840812435,0.0034507510957216877,0.9744921094318045,-0.0386484122720829,0.03434024957070662,0.18081935741581642,0.06901502191443375
BBB,2014J,2035574,F,East Midlands Region,Lower Than A Level,80-90%,35-55,0,120,N,Pass,79.2,5,1253,-8.0,49.757644956314536,262,100.0,0,-0.3402289803143461,0.9797921832794845,0.6546003472795698,-0.07641254230852494,0.022367496129246815,1.2475442771842884,1.5501297686317055e-16,0.45450576359843564,1.403865475587356,0.0,0.14400000000000002,0.792,0.3571428571428571,0.05190770123037409,0.6421267893660532,0.5126794128013776,0.7999999999999998,1.0,0.0,0.09280627376510542,0.061252140684969585,0.0038669280735460594,0.9690521752306425,-0.006187084917673695,0.038481846831022036,0.20262703105381352,0.07733856147092119
BBB,2014J,2045569,F,Yorkshire Region,Lower Than A Level,0-10%,35-55,0,60,N,Withdrawn,1.0,1,165,-32.0,67.0,262,1.0,1,-0.3402289803143461,-0.4810830156421975,-1.7204215249024513,-1.0010511134842264,-0.6204387374970607,0.7599945503656177,0.3761615802875225,0.45450576359843564,-3.6098959237237054,0.0,0.048,0.01,0.07142857142857142,0.0068354115746302666,0.5930470347648262,0.533992583436341,0.7999999999999998,0.01,0.0,0.18517724737317592,0.0030862874562195986,0.0030862874562195986,0.5092374302762338,-0.09876119859902716,0.20678125956671312,0.8086073135295349,0.0030862874562195986
BBB,2014J,2049740,F,London Region,Lower Than A Level,Oct-20,35-55,0,60,N,Fail,24.5,2,442,-57.0,49.757644956314536,262,1.0,0,-0.3402289803143461,-0.4810830156421975,-1.0067001183004372,-0.7698914706903011,-0.45678310632565705,0.2521302515961691,1.5501297686317055e-16,0.45450576359843564,-3.6098959237237054,0.0,0.048,0.245,0.14285714285714285,0.018310617672645926,0.5419222903885481,0.5126794128013776,0.7999999999999998,0.01,0.0,0.1146370632844568,0.046810134174486526,0.003821235442815227,0.8444930328621651,-0.10890521012023396,0.0950678382290427,0.5005818430087947,0.0019106177214076134
BBB,2014J,2051809,M,London Region,HE Qualification,Oct-20,35-55,0,120,N,Withdrawn,0.0,0,0,-108.0,-11.0,262,72.27975744871986,1,-0.3402289803143461,0.9797921832794845,-1.7507926485876433,-1.232210756278152,-0.7179231387363445,-0.7839129178935059,-1.3254971077564828,0.45450576359843564,-7.196953012353272e-16,0.0,0.14400000000000002,0.0,0.0,0.0,0.4376278118609407,0.4375772558714462,0.7999999999999998,0.7227975744871986,0.0,0.379372109912115,0.0,0.0,0.0,-0.3414348989209035,-0.034775776741943876,0.8282957733081179,0.22850770072713972
BBB,2014J,2091096,M,West Midlands Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,66.0,5,1538,-39.0,49.757644956314536,262,100.0,0,-0.3402289803143461,-0.4810830156421975,0.25370151463503426,-0.07641254230852494,0.19074964372437334,0.617792546710172,1.5501297686317055e-16,0.45450576359843564,1.403865475587356,0.0,0.048,0.66,0.3571428571428571,0.06371432122291727,0.5787321063394684,0.5126794128013776,0.7999999999999998,1.0,0.0,0.038285229029177734,0.0421137519320955,0.003190435752431478,0.9813780374479225,-0.024885398868965528,0.03174971388508354,0.16717883342740944,0.06380871504862956
BBB,2014J,2091193,M,West Midlands Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass,69.8,5,2305,-121.0,49.757644956314536,262,100.0,0,-0.3402289803143461,-0.4810830156421975,0.3691117846387641,-0.07641254230852494,0.6439044058488015,-1.0480023532536191,1.5501297686317055e-16,0.45450576359843564,1.403865475587356,0.0,0.048,0.698,0.3571428571428571,0.09548862836074402,0.4110429447852761,0.5126794128013776,0.7999999999999998,1.0,0.0,0.02577866922458654,0.029989185197935676,0.0021482224353822116,0.9903305427111997,-0.05198698293624952,0.021378097845387488,0.1125668556140279,0.04296444870764424
BBB,2014J,2093092,F,East Anglian Region,HE Qualification,70-80%,35-55,0,120,N,Withdrawn,0.0,0,0,-59.0,-12.0,262,72.27975744871986,1,-0.3402289803143461,0.9797921832794845,-1.7507926485876433,-1.232210756278152,-0.7179231387363445,0.21150110769461322,-1.3473132447826879,0.45450576359843564,-7.196953012353272e-16,0.0,0.14400000000000002,0.0,0.0,0.0,0.5378323108384458,0.43634116192830646,0.7999999999999998,0.7227975744871986,0.0,0.3958577687702769,0.0,0.0,0.0,-0.19463006964538612,-0.03958577687702769,0.8642894618151045,0.2384375292575587
BBB,2014J,2103305,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,120,Y,Withdrawn,72.5,2,214,-16.0,122.0,262,100.0,1,-0.3402289803143461,0.9797921832794845,0.45111381858878286,-0.7698914706903011,-0.5914888244017582,1.0850277015780647,1.5760491167288084,0.45450576359843564,1.403865475587356,0.0,0.14400000000000002,0.725,0.14285714285714285,0.008865321678611376,0.6257668711656442,0.6019777503090233,0.7999999999999998,1.0,0.0,0.3007148123159376,0.1816818657742123,0.00501191353859896,0.5362747486300887,-0.04009530830879168,0.3057267258545366,0.6565606735564637,0.250595676929948
BBB,2014J,2108914,F,East Midlands Region,Lower Than A Level,80-90%,35-55,0,120,N,Withdrawn,0.0,0,0,-43.0,12.0,262,72.27975744871986,1,-0.3402289803143461,0.9797921832794845,-1.7507926485876433,-1.232210756278152,-0.7179231387363445,0.5365342589070603,-0.8237259561537632,0.45450576359843564,-7.196953012353272e-16,0.0,0.14400000000000002,0.0,0.0,0.0,0.5705521472392638,0.4660074165636588,0.7999999999999998,0.7227975744871986,0.0,0.39942045454587216,0.0,0.0,0.0,-0.14312566287893752,0.03994204545458721,0.8720679924251542,0.24058344645527563
BBB,2014J,2115250,F,North Western Region,Lower Than A Level,80-90%,35-55,0,60,N,Distinction,67.8,5,2326,-17.0,49.757644956314536,262,1.0,0,-0.3402289803143461,-0.4810830156421975,0.30836953726837996,-0.07641254230852494,0.656311511461074,1.064713129627287,1.5501297686317055e-16,0.45450576359843564,-3.6098959237237054,0.0,0.048,0.6779999999999999,0.3571428571428571,0.0963585898338788,0.6237218813905931,0.5126794128013776,0.7999999999999998,0.01,0.0,0.02560759133559311,0.028936578209220215,0.0021339659446327594,0.9927209574431597,-0.007255484211751382,0.02123622396438064,0.1118198154987566,0.0004267931889265519
BBB,2014J,2145101,F,Scotland,Lower Than A Level,0-10%,0-35,0,120,N,Withdrawn,0.0,0,0,-109.0,-51.0,262,72.27975744871986,1,-0.3402289803143461,0.9797921832794845,-1.7507926485876433,-1.232210756278152,-0.7179231387363445,-0.8042274898442839,-2.19814258880469,0.45450576359843564,-7.196953012353272e-16,0.0,0.14400000000000002,0.0,0.0,0.0,0.4355828220858896,0.388133498145859,0.7999999999999998,0.7227975744871986,0.0,0.3743601071555126,0.0,0.0,0.0,-0.3400437639995906,-0.15910304554109284,0.8173529006228691,0.22548881453064357
BBB,2014J,2149487,F,Scotland,HE Qualification,40-50%,35-55,0,60,N,Pass,77.2,5,1737,-102.0,49.757644956314536,262,100.0,0,-0.3402289803143461,-0.4810830156421975,0.5938580999091857,-0.07641254230852494,0.3083217397644792,-0.6620254861888383,1.5501297686317055e-16,0.45450576359843564,1.403865475587356,0.0,0.048,0.772,0.3571428571428571,0.07195824184928953,0.4498977505112475,0.5126794128013776,0.7999999999999998,1.0,0.0,0.03397769068853075,0.0437179620192429,0.002831474224044229,0.9836541454329651,-0.05776207417050227,0.02817749782858979,0.1483692493399176,0.05662948448088458
BBB,2014J,2159336,F,South West Region,A Level or Equivalent,50-60%,35-55,1,60,N,Withdrawn,0.0,0,0,-45.0,12.0,262,72.27975744871986,1,1.7441851466378124,-0.4810830156421975,-1.7507926485876433,-1.232210756278152,-0.7179231387363445,0.49590511500550444,-0.8237259561537632,0.45450576359843564,-7.196953012353272e-16,0.16666666666666666,0.048,0.0,0.0,0.0,0.5664621676891616,0.4660074165636588,0.7999999999999998,0.7227975744871986,0.003543552217806203,0.21261313306837218,0.0,0.0,0.0,-0.15945984980127914,0.04252262661367444,0.9284106810652252,0.2561270948099057
BBB,2014J,2169127,F,South West Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn,0.0,0,0,-15.0,-12.0,262,72.27975744871986,1,-0.3402289803143461,-0.4810830156421975,-1.7507926485876433,-1.232210756278152,-0.7179231387363445,1.1053422735288427,-1.3473132447826879,0.45450576359843564,-7.196953012353272e-16,0.0,0.048,0.0,0.0,0.0,0.6278118609406953,0.43634116192830646,0.7999999999999998,0.7227975744871986,0.0,0.21505878717836518,0.0,0.0,0.0,-0.053764696794591296,-0.04301175743567304,0.939090037345528,0.2590732829078017
BBB,2014J,2172163,F,Ireland,Lower Than A Level,80-90%,35-55,1,120,N,Pass,83.8,5,796,-29.0,49.757644956314536,262,100.0,0,1.7441851466378124,0.9797921832794845,0.7943075162314533,-0.07641254230852494,-0.24763475457592096,0.8209382662179515,1.5501297686317055e-16,0.45450576359843564,1.403865475587356,0.16666666666666666,0.14400000000000002,0.838,0.3571428571428571,0.032975682505489046,0.5991820040899796,0.5126794128013776,0.7999999999999998,1.0,0.0011648199834748587,0.13977839801698305,0.09761191461519317,0.005824099917374294,0.9271967068459877,-0.03377977952077091,0.05795869917576219,0.305182835670413,0.11648199834748588
BBB,2014J,2177423,F,East Anglian Region,Lower Than A Level,50-60%,35-55,3,60,N,Withdrawn,100.0,1,334,-147.0,69.0,262,100.0,1,5.9130134005421295,-0.4810830156421975,1.2863197199315652,-1.0010511134842264,-0.5205910780459155,-1.5761812239738457,0.4197938543399329,0.45450576359843564,1.403865475587356,0.5,0.048,1.0,0.07142857142857142,0.013836530096524297,0.35787321063394684,0.5364647713226205,0.7999999999999998,1.0,0.006252986079610937,0.12505972159221873,0.20843286932036456,0.0020843286932036454,0.6961657835300176,-0.3063963179009359,0.14381867983105154,0.5460941176193551,0.20843286932036456
BBB,2014J,2187308,F,North Western Region,HE Qualification,0-10%,0-35,0,120,N,Pass,45.0,5,1185,-59.0,49.757644956314536,262,1.0,0,-0.3402289803143461,0.9797921832794845,-0.38409208275399953,-0.07641254230852494,-0.017807893472397408,0.21150110769461322,1.5501297686317055e-16,0.45450576359843564,-3.6098959237237054,0.0,0.14400000000000002,0.45,0.3571428571428571,0.0490906831268901,0.5378323108384458,0.5126794128013776,0.7999999999999998,0.01,0.0,0.09813421327180008,0.03680032997692503,0.00408892555299167,0.9690753560590258,-0.0482493215253017,0.04069106118371232,0.2142596989767635,0.000817785110598334
BBB,2014J,2192113,M,Scotland,HE Qualification,40-50%,35-55,1,60,Y,Withdrawn,1.0,1,146,-38.0,53.0,262,1.0,1,1.7441851466378124,-0.4810830156421975,-1.7204215249024513,-1.0010511134842264,-0.6316642140034024,0.63810711866095,0.07073566192064977,0.45450576359843564,-3.6098959237237054,0.16666666666666666,0.048,0.01,0.07142857142857142,0.006048303575127387,0.5807770961145194,0.5166872682323855,0.7999999999999998,0.01,0.00319736951904147,0.1918421711424882,0.00319736951904147,0.00319736951904147,0.46681594978005464,-0.12150004172357586,0.1694605845091979,0.8377108139888652,0.00319736951904147
BBB,2014J,2207474,F,South West Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass,82.4,5,1456,-29.0,49.757644956314536,262,100.0,0,-0.3402289803143461,-0.4810830156421975,0.7517879430721847,-0.07641254230852494,0.14230285038121412,0.8209382662179515,1.5501297686317055e-16,0.45450576359843564,1.403865475587356,0.0,0.048,0.8240000000000001,0.3571428571428571,0.06031732880401011,0.5991820040899796,0.5126794128013776,0.7999999999999998,1.0,0.0,0.04033927641257566,0.05539927293993725,0.0033616063677146387,0.9788997742785028,-0.019497316932744903,0.033453123225526224,0.17614817366824706,0.06723212735429278
BBB,2014J,2213814,F,South West Region,Lower Than A Level,0-10%,35-55,0,60,Y,Withdrawn,39.5,2,88,-52.0,125.0,262,1.0,1,-0.3402289803143461,-0.4810830156421975,-0.5511332630225559,-0.7698914706903011,-0.6659314580753931,0.35370311135005883,1.641497527807424,0.45450576359843564,-3.6098959237237054,0.0,0.048,0.395,0.14285714285714285,0.0036455528398028087,0.5521472392638037,0.6056860321384424,0.7999999999999998,0.01,0.0,0.18984846581699916,0.12498357332952444,0.006328282193899972,0.27844441653159874,-0.16453533704139925,0.3955176371187482,0.8290049674008962,0.003164141096949986
BBB,2014J,2216682,M,Ireland,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,74.2,5,612,-35.0,49.757644956314536,262,100.0,0,-0.3402289803143461,-0.4810830156421975,0.5027447288536094,-0.07641254230852494,-0.3563446323215465,0.6990508345132839,1.5501297686317055e-16,0.45450576359843564,1.403865475587356,0.0,0.048,0.742,0.3571428571428571,0.025353162931355897,0.5869120654396729,0.5126794128013776,0.7999999999999998,1.0,0.0,0.08789197484142125,0.10869307555389096,0.0073243312367851044,0.8964981433824968,-0.051270318657495734,0.07288829464447948,0.3837949568075395,0.1464866247357021
BBB,2014J,2216778,F,East Anglian Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,61.6,5,1269,-23.0,49.757644956314536,262,1.0,0,-0.3402289803143461,-0.4810830156421975,0.12006857042018915,-0.07641254230852494,0.03182052897669251,0.9428256979226192,1.5501297686317055e-16,0.45450576359843564,-3.6098959237237054,0.0,0.048,0.616,0.3571428571428571,0.052570529019429144,0.6114519427402864,0.5126794128013776,0.7999999999999998,0.01,0.0,0.04616162622851292,0.04739260292793993,0.0038468021857094104,0.9763183947330483,-0.017695290054263287,0.03828156347474072,0.2015724345311731,0.000769360437141882
BBB,2014J,2218789,F,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn,0.0,0,0,-85.0,11.0,262,72.27975744871986,1,-0.3402289803143461,0.9797921832794845,-1.7507926485876433,-1.232210756278152,-0.7179231387363445,-0.3166777630256133,-0.8455420931799684,0.45450576359843564,-7.196953012353272e-16,0.0,0.14400000000000002,0.0,0.0,0.0,0.4846625766871166,0.46477132262051907,0.7999999999999998,0.7227975744871986,0.0,0.38807858424622715,0.0,0.0,0.0,-0.2748889971744109,0.03557387022257082,0.8473049089375959,0.23375188283633247
BBB,2014J,2227568,F,London Region,Lower Than A Level,20-30%,35-55,0,60,N,Distinction,55.8,5,1298,-143.0,49.757644956314536,262,1.0,0,-0.3402289803143461,-0.4810830156421975,-0.05608394695392507,-0.07641254230852494,0.048954151012687845,-1.494922936170734,1.5501297686317055e-16,0.45450576359843564,-3.6098959237237054,0.0,0.048,0.5579999999999999,0.3571428571428571,0.05377190438709143,0.36605316973415136,0.5126794128013776,0.7999999999999998,0.01,0.0,0.04493263446026098,0.04178735004804271,0.0037443862050217484,0.9720426588236459,-0.10708944546362201,0.03726236787375883,0.19620583714313963,0.0007488772410043497
BBB,2014J,2228010,F,Scotland,Lower Than A Level,50-60%,35-55,0,60,N,Pass,63.0,5,2052,-36.0,49.757644956314536,262,1.0,0,-0.3402289803143461,-0.4810830156421975,0.16258814357945803,-0.07641254230852494,0.4944283239485664,0.6787362625625059,1.5501297686317055e-16,0.45450576359843564,-3.6098959237237054,0.0,0.048,0.63,0.3571428571428571,0.08500766394631096,0.5848670756646217,0.5126794128013776,0.7999999999999998,0.01,0.0,0.028965859850745217,0.03041415284328248,0.002413821654228768,0.9906324068954865,-0.01737951591044713,0.024021216171795774,0.12648425468158744,0.0004827643308457536
BBB,2014J,2228601,F,South West Region,A Level or Equivalent,60-70%,35-55,0,120,N,Distinction,82.8,5,2890,-35.0,49.757644956314536,262,100.0,0,-0.3402289803143461,0.9797921832794845,0.7639363925462612,-0.07641254230852494,0.9895309193335349,0.6990508345132839,1.5501297686317055e-16,0.45450576359843564,1.403865475587356,0.0,0.14400000000000002,0.828,0.3571428571428571,0.11972326939806952,0.5869120654396729,0.5126794128013776,0.7999999999999998,1.0,0.0,0.04126727612228881,0.028474420524379276,0.0017194698384287003,0.9938535666117888,-0.012036288869000903,0.017111353946725357,0.0901002195336639,0.034389396768574006
BBB,2014J,2229783,F,London Region,HE Qualification,0-10%,35-55,1,60,N,Pass,75.75,4,1912,-48.0,49.757644956314536,262,100.0,0,1.7441851466378124,-0.4810830156421975,0.5498199705656571,-0.3075721851024503,0.4117142865334165,0.4349613991531706,1.5501297686317055e-16,0.45450576359843564,1.403865475587356,0.16666666666666666,0.048,0.7575000000000001,0.2857142857142857,0.07920792079207921,0.5603271983640082,0.5126794128013776,0.7999999999999998,1.0,0.0005164995133535843,0.030989970801215055,0.03912483813653401,0.002065998053414337,0.9875470695320531,-0.024791976640972043,0.025699799405556882,0.13532287249863909,0.05164995133535843
BBB,2014J,2232976,F,Wales,A Level or Equivalent,40-50%,0-35,0,60,Y,Withdrawn,77.33333333333333,3,450,-71.0,177.0,262,90.0,1,-0.3402289803143461,-0.4810830156421975,0.5979075830672111,-0.5387318278963757,-0.4520565899019342,-0.03227375571472209,2.775936653170094,0.45450576359843564,0.8974249302024004,0.0,0.048,0.7733333333333333,0.21428571428571427,0.018642031567173454,0.5132924335378324,0.6699629171817058,0.7999999999999998,0.9,0.0,0.1052140363746866,0.13560920243848493,0.00526070181873433,0.7891052728101495,-0.12450327637671248,0.3103814073053255,0.4594346255027981,0.15782105456202988
BBB,2014J,2237567,F,South East Region,A Level or Equivalent,70-80%,35-55,0,90,N,Withdrawn,86.2,5,618,-92.0,209.0,262,100.0,1,-0.3402289803143461,0.2493545838186435,0.8671982130759145,-0.07641254230852494,-0.3527997450037544,-0.4588797666810589,3.4740530380086603,0.45450576359843564,1.403865475587356,0.0,0.09600000000000002,0.8620000000000001,0.3571428571428571,0.025601723352251544,0.47034764826175873,0.7095179233621755,0.7999999999999998,1.0,0.0,0.12382695020295323,0.11859870119438409,0.006879275011275179,0.8502783913936122,-0.1265786602074633,0.2875536954713025,0.3604740105908194,0.1375855002255036
